Property Name,Property Code,Brand,#Rooms,Activation Date,Revenue,Profit Margin,Gross Profit,Flag,Size Subset,SPOR,Group,Type
Homewood Suites Reading,RDGPA,Hilto,119.0,2015-05-14,2506.24,0.6761,1694.48,Homewood Suites by Hilton,3,1.0114900073065687,All Suites,All Suites
Tru By Hilton Tallahassee Central,TLHCN,Hilto,90.0,2018-04-04,2485.43,0.63412,1576.06,Tru by Hilton,2,1.3263096442583127,Select Service,Focused Service
Home2 Suites by Hilton Dallas Grand Prairie,DFWGP,Hilto,96.0,2018-10-17,2461.37,0.66297,1631.81,Home2 Suites by Hilton,2,1.2313785123781713,All Suites,Focused Service
Hampton Inn & Suites by Hilton Snellville,ATLSV,Hilto,100.0,2018-12-20,2456.6,0.66747,1639.71,Hampton Inn & Suites by Hilton,3,1.1798324816536672,Select Service,Focused Service
Tru by Hilton Williamsville Buffalo Airport,BUFRU,Hilto,79.0,2018-04-04,2434.49,0.53754,1308.64,Tru by Hilton,1,1.4800173432360648,Select Service,Focused Service
Tru by Hilton Lawrence,LWCNE,Hilto,82.0,2018-12-19,2431.08,0.58724,1427.62,Tru by Hilton,2,1.4238731448673843,Select Service,Focused Service
Hilton Garden Inn Mobile West I-65/Airport Blvd.,MOBWS,Hilto,101.0,2017-02-10,2413.38,0.64863,1565.39,Hilton Garden Inn,3,1.1475991991560934,Select Service,Focused Service
Hilton Garden Inn Omaha East Council Bluffs,OMAEA,Hilto,153.0,2015-03-20,2374.32,0.55035,1306.71,Hilton Garden Inn,4,0.7453044613549881,Select Service,Focused Service
Hilton Garden Inn Bristol,TRIGI,Hilto,104.0,2015-04-03,2340.09,0.64895,1518.59,Hilton Garden Inn,3,1.0806501606320063,Select Service,Focused Service
Homewood Suites Denver Tech Center,DENHW,Hilto,113.0,2013-10-09,2233.82,0.68921,1539.57,Homewood Suites by Hilton,3,0.9494140020013254,All Suites,All Suites
Hotel MdR Marina Del Ray - a DoubleTree by Hilton,LAXMA,Hilto,283.0,2018-01-23,2218.97,0.57168,1268.53,DoubleTree by Hilton,5,0.3765744895793861,Full Service,Full Service
"Hilton Garden Inn Fredericton, New Brunswick",YFCNW,Hilto,110.0,2018-09-18,2209.5,0.53646,1185.3,Hilton Garden Inn,3,0.9646887672591749,Select Service,Focused Service
Hampton Inn Waterloo,ALOIA,Hilto,101.0,2018-01-30,2205.32,0.55376,1221.21,Hampton Inn by Hilton,3,1.0486634785582527,Select Service,Focused Service
Homewood Suites Poplar,MEMPO,Hilto,140.0,2013-12-16,2143.58,0.50879,1090.63,Homewood Suites by Hilton,3,0.7353558667098452,All Suites,All Suites
Hampton Inn & Suites Lincoln Northeast I-80,LNKNH,Hilto,83.0,2015-05-19,2128.9,0.70326,1497.17,Hampton Inn & Suites by Hilton,2,1.2318648706324895,Select Service,Focused Service
TRU by Hilton Sumter,SSCSC,Hilto,90.0,2018-08-07,2093.94,0.62208,1302.59,Tru by Hilton,2,1.117397318169593,Select Service,Focused Service
Home2Suites KCI Airport,MCIKA,Hilto,91.0,2018-06-12,2088.24,0.51612,1077.78,Home2 Suites by Hilton,2,1.1021099390869242,All Suites,Focused Service
Hampton Inn Denver-Gateway Park,DENAP,Hilto,115.0,2016-05-30,2052.15,0.66568,1366.08,Hampton Inn by Hilton,3,0.8570322457782135,Select Service,Focused Service
Candlewood Suites - Fort Collins,FCLCW,IHG,83.0,2018-12-13,2037.0,0.64371,1311.24,Candlewood Suites,2,1.1786879334296496,All Suites,All Suites
Hampton Inn & Suites Phenix City- Columbus Area,CSGPC,Hilto,81.0,2018-09-19,2028.58,0.57002,1156.34,Hampton Inn & Suites by Hilton,2,1.2027988978207338,Select Service,Focused Service
Tru by Hilton Shepherdsville Louisville South,SDFRU,Hilto,83.0,2018-12-06,2008.6,0.64961,1304.81,Tru by Hilton,2,1.1622545817804586,Select Service,Focused Service
Hampton Inn Charleston Southridge,CRWSO,Hilto,139.0,2015-06-17,1994.05,0.4492,895.73,Hampton Inn by Hilton,3,0.6889808397643508,Select Service,Focused Service
Hampton Inn & Suites Los Angeles Burbank Airport,LAXBK,Hilto,99.0,2014-11-18,1947.29,0.67467,1313.77,Hampton Inn & Suites by Hilton,2,0.9446726456946613,Select Service,Focused Service
Hilton Garden Inn Fort Myers Airport FGCU,RSWFM,Hilto,164.0,2014-07-12,1929.36,0.56169,1083.71,Hilton Garden Inn,4,0.5650089447449973,Select Service,Focused Service
"Hampton Inn Middletown, NY",MLTNY,Hilto,127.0,2015-05-14,1895.9,0.61696,1169.7,Hampton Inn by Hilton,3,0.7169644242850172,Select Service,Focused Service
Hampton Inn & Suites Palm Desert,PLMHS,Hilto,88.0,2014-10-30,1890.49,0.59397,1122.9,Hampton Inn & Suites by Hilton,2,1.0317574494318837,Select Service,Focused Service
Hilton Garden Inn Saskatoon Downtown,YXESD,Hilto,180.0,2014-10-08,1887.43,0.61084,1152.91,Hilton Garden Inn,4,0.5035982932254112,Select Service,Focused Service
Hilton Garden Inn Kennett Square,PHLKS,Hilto,92.0,2015-07-22,1843.27,0.65301,1203.67,Hilton Garden Inn,2,0.9622480250442266,Select Service,Focused Service
Homewood Suites Philadelphia Valley Forge,PHLHW,Hilto,123.0,2015-06-21,1841.87,0.6911,1272.91,Homewood Suites by Hilton,3,0.7191835807780599,All Suites,All Suites
"Home2 Suites by Hilton Columbus, GA",CSGBP,Hilto,81.0,2018-11-20,1816.35,0.62077,1127.54,Home2 Suites by Hilton,2,1.0769621006106191,All Suites,Focused Service
Homewood Suites Durham Chapel Hill (I-40),RDUHW,Hilto,96.0,2015-08-11,1777.59,0.51701,919.03,Homewood Suites by Hilton,2,0.8892958514235216,All Suites,All Suites
Hampton Inn & Suites Tarpon Springs,TPATS,Hilto,84.0,2015-08-03,1763.21,0.54579,962.35,Hampton Inn & Suites by Hilton,2,1.008116342552697,Select Service,Focused Service
Hilton Garden Inn Cedar Falls,ALOCF,Hilto,113.0,2018-01-12,1703.65,0.5985,1019.64,Hilton Garden Inn,3,0.7240821393440645,Select Service,Focused Service
Hampton Inn & Suites DuPont,SEADP,Hilto,115.0,2015-08-13,1700.75,0.63777,1084.69,Hampton Inn & Suites by Hilton,3,0.7102782896022691,Select Service,Focused Service
Tru by Hilton Staunton,SHDST,Hilto,90.0,2018-11-09,1688.62,0.67481,1139.5,Tru by Hilton,2,0.90110483557673,Select Service,Focused Service
Homewood Suites by Hilton Ottawa Downtown,YOWQS,Hilto,171.0,2018-12-31,1632.4,0.51256,836.71,Homewood Suites by Hilton,4,0.45847575740622026,All Suites,All Suites
Homewood Suites Reno,RNOHW,Hilto,96.0,2015-08-09,1601.93,0.61169,979.88,Homewood Suites by Hilton,2,0.8014163576926525,All Suites,All Suites
Home2 Suites by Hilton Plymouth Minneapolis,MSPPL,Hilto,102.0,2018-08-22,1563.25,0.59857,935.72,Home2 Suites by Hilton,3,0.7360616087215613,All Suites,Focused Service
Hampton Inn & Suites Fort Lauderdale Miramar,FLLMM,Hilto,122.0,2015-07-23,1528.5,0.70247,1073.73,Hampton Inn & Suites by Hilton,3,0.6017159355952549,Select Service,Focused Service
Hampton Inn Magnolia,AGOSN,Hilto,68.0,2018-04-03,1521.53,0.61756,939.64,Hampton Inn by Hilton,1,1.0746264060624826,Select Service,Focused Service
Homewood Suites by Hilton Syracuse/Liverpool,SYRHW,Hilto,102.0,2018-06-07,1521.44,0.59419,904.03,Homewood Suites by Hilton,3,0.7163752272338604,All Suites,All Suites
Hampton Inn Eufaula,EUFHX,Hilto,78.0,2018-09-24,1515.09,0.61685,934.58,Hampton Inn by Hilton,1,0.9328884797148521,Select Service,Focused Service
Hilton Garden Inn Orange Beach Beachfront,ORBHH,Hilto,137.0,2015-10-23,1346.75,0.57663,776.58,Hilton Garden Inn,3,0.4721199125332788,Select Service,Focused Service
Hampton Inn & Suites Red Deer,YQFRD,Hilto,110.0,2014-12-15,1323.21,0.4938,653.4,Hampton Inn & Suites by Hilton,3,0.5777261026137193,Select Service,Focused Service
Home2 Suites by Hilton Chicago McCormick Place,CHIMI,Hilto,95.0,2018-08-07,1304.75,0.73204,955.13,Home2 Suites by Hilton,2,0.6596135996424765,All Suites,Focused Service
Tru by Hilton Bryan College Station,CLLCS,Hilto,98.0,2018-08-27,1268.29,0.62583,793.74,Tru by Hilton,2,0.621553324138277,Select Service,Focused Service
Home2 Suites by Hilton Murfreesboro,MBTHT,Hilto,75.0,2017-09-18,1198.03,0.72611,869.9,Home2 Suites by Hilton,1,0.7671712708597481,All Suites,Focused Service
Hampton Inn Montrose,MTJCO,Hilto,64.0,2017-12-19,1190.86,0.59717,711.15,Hampton Inn by Hilton,1,0.893648302724094,Select Service,Focused Service
Tru by Hilton Amarillo West,AMATX,Hilto,90.0,2018-08-27,1173.25,0.70225,823.91,Tru by Hilton,2,0.6260859449375221,Select Service,Focused Service
Hampton Inn Orlando-Maingate South,MCOSW,Hilto,83.0,2018-02-08,1169.25,0.61224,715.86,Hampton Inn by Hilton,2,0.6765738174583298,Select Service,Focused Service
Hampton Inn Winchester-University/Mall Area,WNCVA,Hilto,101.0,2018-03-13,1125.37,0.55699,626.82,Hampton Inn by Hilton,3,0.5351306925367297,Select Service,Focused Service
Hampton Inn Henderson,HDSNC,Hilto,75.0,2018-09-26,1079.4,0.55984,604.29,Hampton Inn by Hilton,1,0.6912052868175357,Select Service,Focused Service
Hampton Inn & Suites Lake Jackson Clute,LJNCL,Hilto,67.0,2015-08-26,1075.73,0.58314,627.3,Hampton Inn & Suites by Hilton,1,0.7711065260014142,Select Service,Focused Service
Hampton Inn Searcy,SRCSP,Hilto,73.0,2018-04-04,1067.0,0.50724,541.23,Hampton Inn by Hilton,1,0.7019843987092433,Select Service,Focused Service
Comfort Suites Downtown Orlando,FL094,Choic,122.0,2017-07-13,892.75,0.56298,502.6,Comfort Suites,3,0.35144383480710756,Other,Other
Hampton Inn Greensboro-East,GSOEA,Hilto,78.0,2018-09-29,865.95,0.50631,438.44,Hampton Inn by Hilton,1,0.533192601765622,Select Service,Focused Service
Holiday Inn Express & Suites Kansas City Airport,MKCAI,IHG,109.0,2018-06-25,772.75,0.73501,567.98,Holiday Inn Express & Suites,3,0.3404853393247591,Other,Other
Hilton Garden Inn Wilkes Barre,AVPWI,Hilto,123.0,2015-06-02,734.85,0.62172,456.87,Hilton Garden Inn,3,0.2869323319966976,Select Service,Focused Service
Hilton Garden Inn Dallas Downtown,DALPA,Hilto,171.0,2018-04-13,537.5,0.52069,279.87,Hilton Garden Inn,4,0.15096221490188885,Select Service,Focused Service
Hilton Garden Inn Times Square,NYCMW,Hilto,369.0,2017-10-27,47724.55,0.6887,32868.02,Hilton Garden Inn,5,6.2115699008836245,Select Service,Focused Service
Hilton Garden Inn New York/West 35th Street,NYCTF,Hilto,298.0,2018-11-13,34390.99,0.53291,18327.38,Hilton Garden Inn,5,5.542609920054624,Select Service,Focused Service
DoubleTree Suites by Hilton Hotel Boston - Cambridge,BOSSB,Hilto,308.0,2018-06-11,28219.29,0.70683,19946.16,DoubleTree by Hilton,5,4.400289671714537,Full Service,Full Service
Embassy Suites Portland Washington Square,PDXBV,Hilto,356.0,2015-12-17,23049.25,0.61422,14157.28,Embassy Suites,5,3.1095153239742817,All Suites,All Suites
DoubleTree by Hilton Deadwood at Cadillac Jack's,RAPDW,Hilto,107.0,2018-12-28,19859.84,0.44759,8889.03,DoubleTree by Hilton,3,8.914107528163598,Full Service,Full Service
InterContinental New Orleans,MSYHA,IHG,484.0,2018-09-20,16844.1,0.70192,11823.24,InterContinental,5,1.6714306059155983,Full Service,Full Service
Hilton Garden Inn Staten Island,ewrsi,Hilto,198.0,2015-03-03,16110.9,0.66486,10711.45,Hilton Garden Inn,4,3.9078736417077367,Select Service,Focused Service
The Saratoga Hilton (Coffee Shop),ALBSA:Coffee Shop,Hilto,245.0,2017-08-11,14831.62,0.5645,8372.5,Hilton Hotels & Resorts,5,2.9074242368403924,Full Service,Full Service
Hilton Denver Inverness,DENIR,Hilto,302.0,2018-02-15,14448.31,0.67786,9794.0,Hilton Hotels & Resorts,5,2.2977142050906383,Full Service,Full Service
Embassy Suites by Hilton Miami International Airport,MIASP,Hilto,318.0,2018-02-06,14401.24,0.63093,9086.13,Embassy Suites,5,2.1749970338011346,All Suites,All Suites
Homewood Suites Savannah Historic District,SAVRB,Hilto,162.0,2018-04-10,13856.77,0.62819,8704.72,Homewood Suites by Hilton,4,4.108023268334355,All Suites,All Suites
Embassy Suites Crystal City National Airport,WASCR,Hilto,267.0,2015-09-25,13464.04,0.73243,9861.47,Embassy Suites,5,2.4218655677214485,All Suites,All Suites
Home2 Suites by Hilton Los Angeles Montebello,LGBMO,Hilto,203.0,2018-09-19,13236.41,0.71945,9522.91,Home2 Suites by Hilton,5,3.1315552189929328,All Suites,Focused Service
Crowne Plaza Kansas City Downtown,MKCWS,IHG,385.0,2018-11-27,8877.75,0.60407,5362.8,Crowne Plaza,5,1.1074600851563237,Full service,Full service
Hilton Garden Inn Seattle Bellevue Downtown,SEABE,Hilto,254.0,2018-05-09,12946.0,0.63123,8171.95,Hilton Garden Inn,5,2.4478668275736672,Select Service,Focused Service
Crowne Plaza Palo Alto,SFOCA,IHG,195.0,2017-06-29,9029.75,0.64787,5850.06,Crowne Plaza,4,2.2239602267073737,Full service,Full service
Homewood Suites New Orleans,MSYFR,Hilto,207.0,2017-07-20,11784.77,0.70125,8264.09,Homewood Suites by Hilton,5,2.7342402139435653,All Suites,All Suites
Embassy Suites Orlando Airport,MCOAT,Hilto,174.0,2018-02-02,11051.2,0.70514,7792.65,Embassy Suites,4,3.050324839501331,All Suites,All Suites
Embassy Suites Orlando - International Drive / Convention Center,MCOOR,Hilto,244.0,2016-12-04,10625.74,0.63971,6797.39,Embassy Suites,5,2.091487433919504,All Suites,All Suites
Hampton Inn Manhattan Times Square Central,NYCFF,Hilto,300.0,2015-07-01,10605.04,0.55147,5848.34,Hampton Inn by Hilton,5,1.6977625798849911,Select Service,Focused Service
Crowne Plaza Atlanta Airport,IHG-ATLAT,IHG,378.0,2017-06-27,9431.25,0.66702,6290.82,Crowne Plaza,5,1.198293926758598,Full service,Full service
Crowne Plaza Milwaukee West,MKEMR,IHG,198.0,2017-09-28,9431.32,0.61052,5757.98,Crowne Plaza,4,2.2876690212533757,Full service,Full service
Crowne Plaza Ventura Beach,VNTCA,IHG,235.0,2018-10-03,9553.78,0.55415,5294.18,Crowne Plaza,5,1.9525100366313544,Full service,Full service
Hampton Inn & Suites Pittsburgh Downtown,PITDN,Hilto,143.0,2014-12-30,8375.55,0.62308,5218.66,Hampton Inn & Suites by Hilton,3,2.812957684341247,Select Service,Focused Service
Embassy Suites by Hilton Laredo,LRDES,Hilto,320.0,2018-02-16,8066.92,0.61191,4936.2,Embassy Suites,5,1.2107198774349714,All Suites,All Suites
Embassy Suites Lombard,CHILM,Hilto,262.0,2016-09-14,8058.68,0.62261,5017.39,Embassy Suites,5,1.4772313660183185,All Suites,All Suites
Hampton Inn & Suites LAX El Segundo,LAXEL,Hilto,171.0,2018-06-22,7892.49,0.67535,5330.18,Hampton Inn & Suites by Hilton,4,2.2166842260297837,Select Service,Focused Service
DoubleTree Annapolis,ANPDT,Hilto,224.0,2016-08-05,7887.56,0.66234,5224.23,DoubleTree by Hilton,5,1.691143880805098,Full Service,Full Service
Hilton Garden Inn Los Angeles Montebello,LGBMB,Hilto,121.0,2015-03-30,7536.14,0.7105,5354.45,Hilton Garden Inn,3,2.9912277999928234,Select Service,Focused Service
Embassy Suites Seattle - Bellevue,SEABL,Hilto,240.0,2016-03-09,7339.44,0.59246,4348.31,Embassy Suites,5,1.4687151803895953,All Suites,All Suites
Embassy Suites Minneapolis Airport,MSPAP,Hilto,310.0,2018-05-09,7168.17,0.66914,4796.52,Embassy Suites,5,1.110535647224904,All Suites,All Suites
Embassy Suites San Diego La Jolla,SANLJ,Hilto,450.0,2018-02-22,7031.81,0.51035,3588.67,Embassy Suites,5,0.7504824050238427,All Suites,All Suites
Hilton Garden Inn Chicago North Shore/Evanston,ORDEV,Hilto,178.0,2018-11-09,6988.91,0.65369,4568.61,Hilton Garden Inn,4,1.8857119205941275,Select Service,Focused Service
Embassy Suites Bloomington,MSPWE,Hilto,234.0,2015-10-19,6988.76,0.63345,4427.06,Embassy Suites,5,1.434399648753973,All Suites,All Suites
The Saratoga Hilton (Gift Shop),ALBSA:Gift Shop,Hilto,245.0,2017-07-17,6902.4,0.62909,4342.26,Hilton Hotels & Resorts,5,1.3530689872291175,Full Service,Full Service
Hilton Garden Inn Washington DC Downtown,DCACH,Hilto,300.0,2015-09-29,6664.75,0.69305,4619.0,Hilton Garden Inn,5,1.0669609123858557,Select Service,Focused Service
Hampton Inn Indianapolis Dwtn Across from Circle Centre,INDDT,Hilto,180.0,2018-01-16,6487.91,0.56939,3694.16,Hampton Inn by Hilton,4,1.731084279999829,Select Service,Focused Service
Hampton Inn & Suites Hood River,PDXHR,Hilto,88.0,2018-09-17,6383.36,0.52799,3370.34,Hampton Inn & Suites by Hilton,2,3.4837948005043713,Select Service,Focused Service
Hilton Garden Inn Jacksonville Downtown Southbank,JAXSB,Hilto,123.0,2018-12-17,6344.25,0.6461,4099.05,Hilton Garden Inn,3,2.4772000371096805,Select Service,Focused Service
TRU by Hilton Syracuse - Camillus,SYRRU,Hilto,92.0,2018-07-19,6205.56,0.63578,3945.34,Tru by Hilton,2,3.2395079691490944,Select Service,Focused Service
Crowne Plaza Atlanta Airport,IHG-ATLAT,IHG,378.0,2017-06-27,9596.7,0.6635,6367.43,Crowne Plaza,5,1.2193152897997865,Full service,Full service
Tru by Hilton Chicopee Springfield,BDLRU,Hilto,108.0,2018-06-13,6144.0,0.60398,3710.88,Tru by Hilton,3,2.7322054447731627,Select Service,Focused Service
Tru by Hilton Raleigh Durham Airport,RDUAT,Hilto,106.0,2018-08-20,5977.12,0.69483,4153.06,Tru by Hilton,3,2.7081456049632053,Select Service,Focused Service
Hilton Garden Inn Abilene,ABIAB,Hilto,123.0,2015-03-19,5966.09,0.60061,3583.31,Hilton Garden Inn,3,2.3295422420931855,Select Service,Focused Service
Hampton Inn & Suite Yonkers Westchester,LGAYW,Hilto,150.0,2016-12-14,5866.5,0.65922,3867.3,Hampton Inn & Suites by Hilton,4,1.878337879893956,Select Service,Focused Service
Crowne Plaza Ventura Beach,VNTCA,IHG,235.0,2018-10-03,9601.55,0.54766,5258.42,Crowne Plaza,5,1.9622728116219734,Full service,Full service
Crowne Plaza Seattle-Downtown,SEADT,IHG,465.0,2018-08-10,9730.79,0.58558,5698.17,Crowne Plaza,5,1.0050346806934567,Full service,Full service
Tru By Hilton Charlotte Ayrsley,CLTCA,Hilto,92.0,2018-04-27,5708.18,0.60267,3440.15,Tru by Hilton,2,2.979859126225107,Select Service,Focused Service
Hilton Garden Inn Seattle Issaquah,SEAIS,Hilto,179.0,2015-11-03,5683.9,0.66148,3759.8,Hilton Garden Inn,4,1.5250332003744282,Select Service,Focused Service
Hilton Garden Inn Riverhead,ISPRH,Hilto,114.0,2018-05-24,5600.04,0.66124,3702.96,Hilton Garden Inn,3,2.3592403030860662,Select Service,Focused Service
Hilton Garden Inn New York Midtown Park Ave,NYCET,Hilto,232.0,2015-10-15,5539.61,0.63396,3511.88,Hilton Garden Inn,5,1.1467720689257705,Select Service,Focused Service
Tru by Hilton North Platte,LBFRU,Hilto,98.0,2018-05-14,5531.54,0.59238,3276.79,Tru by Hilton,2,2.7108524663947873,Select Service,Focused Service
Hilton Garden Inn Laramie,LARLA,Hilto,135.0,2015-07-21,5454.5,0.69497,3790.69,Hilton Garden Inn,3,1.9404706508483354,Select Service,Focused Service
Hilton Garden Inn Cincinnati Midtown,CVGMD,Hilto,120.0,2018-10-17,5343.25,0.71844,3838.79,Hilton Garden Inn,3,2.1385044056812794,Select Service,Focused Service
Hilton Garden Inn Denver Airport,DENAH,Hilto,157.0,2013-10-10,5204.77,0.62576,3256.92,Hilton Garden Inn,4,1.5921639678932142,Select Service,Focused Service
Hampton Inn Washington DC NoMa Union Station,DCANY,Hilto,125.0,2018-09-05,5182.37,0.63691,3300.72,Hampton Inn by Hilton,3,1.9911514965228414,Select Service,Focused Service
Tru By Hilton Lake Charles,LCHRU,Hilto,98.0,2018-05-23,5104.94,0.68713,3507.78,Tru by Hilton,2,2.501787782389245,Select Service,Focused Service
Hilton Garden Inn Houston Hobby Airport,HOUMR,Hilto,136.0,2018-11-20,5029.84,0.60853,3060.79,Hilton Garden Inn,3,1.7762380243141174,Select Service,Focused Service
Hampton Inn & Suites Columbia South,BALCO,Hilto,124.0,2015-06-30,5015.41,0.58413,2929.65,Hampton Inn & Suites by Hilton,3,1.9425430725165058,Select Service,Focused Service
DoubleTree Suites Salt Lake City Downtown,SLCWS,Hilto,241.0,2016-03-04,4960.43,0.69923,3468.46,DoubleTree by Hilton,5,0.9885261985359283,Full Service,Full Service
Tru by Hilton Madison West,MSNCB,Hilto,106.0,2018-04-11,4932.12,0.59621,2940.58,Tru by Hilton,3,2.234671397119537,Select Service,Focused Service
Tru by Hilton Pigeon Forge,TYSPF,Hilto,102.0,2018-06-18,4899.51,0.62115,3043.35,Tru by Hilton,3,2.3069510395313464,Select Service,Focused Service
Tru by Hilton Fayetteville I-95,FAYRU,Hilto,109.0,2018-12-20,4872.4,0.66365,3233.57,Tru by Hilton,3,2.146853144388167,Select Service,Focused Service
Hampton Inn & Suites Syracuse North Airport Area,SYRNA,Hilto,105.0,2018-06-01,4861.48,0.61192,2974.83,Hampton Inn & Suites by Hilton,3,2.2236432130004187,Select Service,Focused Service
Hilton Garden Inn Tampa - Wesley Chapel,TPAWL,Hilto,124.0,2018-10-04,4849.61,0.72131,3498.07,Hilton Garden Inn,3,1.8783262604466575,Select Service,Focused Service
Hilton Dallas Plano Granite Park,DALPG,Hilto,299.0,2014-08-15,4833.59,0.69673,3367.73,Hilton Hotels & Resorts,5,0.776398203923299,Full Service,Full Service
Homewood Suites San Diego Airport Liberty Station,SANLS,Hilto,150.0,2014-10-21,4783.41,0.57143,2733.38,Homewood Suites by Hilton,4,1.5315537710838742,All Suites,All Suites
Tru By Hilton St. Charles St. Louis,STLMO,Hilto,87.0,2018-06-21,4773.65,0.59585,2844.4,Tru by Hilton,2,2.6352220881145083,Select Service,Focused Service
Tru by Hilton San Antonio Downtown,SATDO,Hilto,94.0,2018-04-25,4673.98,0.61701,2883.88,Tru by Hilton,2,2.3880581458370966,Select Service,Focused Service
"Hampton Inn & Suites Roseburg, OR",OTHRO,Hilto,90.0,2018-04-22,4667.77,0.59745,2788.78,Hampton Inn & Suites by Hilton,2,2.4908801970603176,Select Service,Focused Service
Hilton Garden Inn Sun Prairie Madison,MSNSP,Hilto,124.0,2018-09-10,4661.83,0.5985,2790.09,Hilton Garden Inn,3,1.8055962666560903,Select Service,Focused Service
Homewood Suites by Hilton Washington DC NoMa Union Station,DCANE,Hilto,114.0,2018-09-13,4530.27,0.66324,3004.67,Homewood Suites by Hilton,3,1.9085570045681308,All Suites,All Suites
Tru by Hilton Salt Lake City Airport,SLCRU,Hilto,95.0,2018-03-28,4427.79,0.5738,2540.67,Tru by Hilton,2,2.2384598584870368,Select Service,Focused Service
Hilton Garden Inn Portland Downtown Waterfront,PWMDH,Hilto,120.0,2018-01-31,4413.0,0.50521,2229.5,Hilton Garden Inn,3,1.766194720866792,Select Service,Focused Service
Tru by Hilton Deadwood,RAPSD,Hilto,108.0,2018-06-28,4360.02,0.61865,2697.32,Tru by Hilton,3,1.938878643118471,Select Service,Focused Service
Homewood Suites by Hilton Odessa,MAFOD,Hilto,121.0,2017-10-09,4341.87,0.62948,2733.11,Homewood Suites by Hilton,3,1.7233653100864421,All Suites,All Suites
Hilton Garden Inn Ottawa Downtown,YOWCD,Hilto,175.0,2018-12-31,4339.19,0.50457,2189.41,Hilton Garden Inn,4,1.1908485144547694,Select Service,Focused Service
Hilton Garden Inn San Antonio Live Oak Convention Center,SATLI,Hilto,138.0,2017-06-27,4303.77,0.63952,2752.34,Hilton Garden Inn,3,1.4978070431875927,Select Service,Focused Service
Doubletree by Hilton Denver Tech Center,DENEW,Hilto,305.0,2016-11-22,4301.73,0.699,3006.91,DoubleTree by Hilton,5,0.6773750714107102,Full Service,Full Service
Hilton Garden Inn Dallas Arlington,DFWAR,Hilto,132.0,2015-03-11,4289.49,0.70117,3007.67,Hilton Garden Inn,3,1.5606935280495426,Select Service,Focused Service
Hilton Garden Inn New Orleans French Quarter CBD,MSYOR,Hilto,155.0,2016-01-16,4286.18,0.6617,2836.15,Hilton Garden Inn,4,1.328081136586448,Select Service,Focused Service
Hilton Garden Inn Orlando Airport,ORLAH,Hilto,132.0,2013-11-21,4276.62,0.69385,2967.32,Hilton Garden Inn,3,1.556010890788237,Select Service,Focused Service
Tru by Hilton Louisville Airport,SDFLA,Hilto,98.0,2018-10-11,4243.69,0.61588,2613.62,Tru by Hilton,2,2.0797133353668045,Select Service,Focused Service
Hampton Inn Asheville-Tunnel Rd.,AVLTU,Hilto,120.0,2016-05-27,4184.32,0.62015,2594.91,Hampton Inn by Hilton,3,1.6746711748056504,Select Service,Focused Service
Homewood Suites Harrisburg West Hershey Area,HARHW,Hilto,116.0,2015-06-13,4168.23,0.61084,2546.11,Homewood Suites by Hilton,3,1.7257567738012114,All Suites,All Suites
Hampton Inn York,YRKPA,Hilto,144.0,2015-04-28,4119.66,0.71503,2945.67,Hampton Inn by Hilton,3,1.3739938333269297,Select Service,Focused Service
Tru by Hilton Fort Wayne North,FWARU,Hilto,92.0,2018-06-27,4086.96,0.56377,2304.12,Tru by Hilton,2,2.133528559806622,Select Service,Focused Service
Embassy Suites Dallas Love Field,DALLF,Hilto,248.0,2016-11-02,4057.62,0.60961,2473.58,Embassy Suites,5,0.7857883624573488,All Suites,All Suites
Tru by Hilton Bowling Green,BWGRU,Hilto,88.0,2018-07-02,4025.88,0.5507,2217.06,Tru by Hilton,2,2.197171992720846,Select Service,Focused Service
Hilton Garden Inn Greenville,GSPGV,Hilto,120.0,2018-04-23,4015.4,0.53209,2136.56,Hilton Garden Inn,3,1.6070650990637927,Select Service,Focused Service
"Hilton Garden Inn Seattle/Bothell, WA",SEABO,Hilto,128.0,2017-05-22,3891.45,0.5522,2148.86,Hilton Garden Inn,3,1.4601160873804124,Select Service,Focused Service
DoubleTree by Hilton Hotel San Francisco Airport,SFOAO,Hilto,395.0,2018-05-24,3820.4,0.61887,2364.35,DoubleTree by Hilton,5,0.4645127528228961,Full Service,Full Service
Tru by Hilton Meridian Boise West,BOIMW,Hilto,92.0,2018-04-21,3801.31,0.62582,2378.93,Tru by Hilton,2,1.9844097935087475,Select Service,Focused Service
"Homewood Suites Lafayette Airport, LA",LFTKS,Hilto,129.0,2014-10-28,3790.57,0.55128,2089.67,Homewood Suites by Hilton,3,1.4112394612273538,All Suites,All Suites
Tru by Hilton Auburn,CSGAA,Hilto,98.0,2018-03-29,3738.44,0.67401,2519.75,Tru by Hilton,2,1.832104494312421,Select Service,Focused Service
Tru By Hilton Tallahassee Central,TLHCN,Hilto,90.0,2018-04-04,3670.61,0.64732,2376.05,Tru by Hilton,2,1.9587618413357069,Select Service,Focused Service
Hilton Garden Inn Omaha West,OMAWE,Hilto,119.0,2015-03-17,3637.0,0.53392,1941.87,Hilton Garden Inn,3,1.467851904276522,Select Service,Focused Service
Embassy Suites by Hilton Arcadia,LAXHD,Hilto,191.0,2018-06-08,3592.9,0.58033,2085.06,Embassy Suites,4,0.9034365641640366,All Suites,All Suites
Hilton Garden Inn Salina,SLNTC,Hilto,97.0,2018-07-22,3440.13,0.4646,1598.3,Hilton Garden Inn,2,1.7032916649997485,Select Service,Focused Service
